Haplotype	5-mer	9-mer	11-mer	15-mer	Other HOR	Non HOR	Cluster	Population	Contig_len
CHM1.pat	13616	10701	1078706	22933	56594	44113	1	EUR	1226662
CHM13.pat	1702	16808	295402	5100	15990	6598	1	EUR	341599
CPC_P1_13.mat	7658	9171	1045069	20395	46917	23512	1	EAS	1152721
CPC_P1_13.pat	6808	10699	1117959	35684	42164	30616	1	EAS	1243929
CPC_P1_14.mat	9361	9171	846877	20394	30087	23678	1	EAS	939567
CPC_P1_15.pat	1716218	18364	362641	7650	169742	123561	2	EAS	2398175
CPC_P1_18.pat	1481634	29077	368285	7646	218697	116606	2	EAS	2221944
CPC_P1_23.mat	1700	1529	1155084	313545	157545	61879	3	EAS	1691281
CPC_P1_26.pat	4255	6117	1045061	25492	61709	27398	1	EAS	1170031
CPC_P1_28.mat	11062	15283	992684	20395	52181	24020	1	EAS	1115624
CPC_P1_3.mat	5106	9168	973970	35688	55069	26207	1	EAS	1105207
CPC_P1_33.pat	9361	10702	1162799	40781	57276	25873	1	EAS	1306791
CPC_P1_35.pat	11063	13752	734576	35682	23632	25703	1	EAS	844407
CPC_P1_52.mat	5957	12223	998334	12747	30259	22320	1	EAS	1081839
CPC_P1_52.pat	6808	13755	1039419	33133	33830	34188	1	EAS	1161132
CPC_P1_54.pat	2550	1529	1252294	341640	148343	70317	3	EAS	1816672
HG00096.mat	4255	22923	1271252	15294	32128	26207	1	EUR	1372058
HG00096.pat	3402	0	1046724	58638	52529	23351	1	EUR	1184643
HG00171.mat	10212	10699	1405902	58626	47417	33480	1	EUR	1566335
HG00171.pat	27229	36677	1318033	30592	43852	17927	1	EUR	1474309
HG002.mat	8509	24453	598270	15295	34335	23525	1	EUR	704386
HG002.pat	8509	16811	1149760	15294	46911	40072	1	EUR	1277356
HG00268.mat	4255	35147	1138511	7646	29242	26210	1	EUR	1241010
HG00268.pat	4255	4584	1245033	22936	45556	20789	1	EUR	1343152
HG00358.mat	6808	18339	1147854	15293	35017	28402	1	EUR	1251712
HG00358.pat	5106	1531	426250	5096	17681	24008	1	EUR	479671
HG00438.mat	1700	1529	1211195	275347	192178	79954	3	EAS	1761902
HG005.pat	10212	6117	1149700	25492	69528	31056	1	EAS	1292104
HG00512.mat	1700	3058	1433681	423215	260152	253739	3	EAS	2375544
HG00512.pat	2844640	24503	235485	10193	29408	143830	2	EAS	3288058
HG00513.mat	850	0	1137982	412983	191363	93624	3	EAS	1836801
HG00513.pat	3401	3061	1302708	155537	128656	68505	3	EAS	1661867
HG00731.mat	8509	7640	985261	25495	29399	21817	1	AMR	1078120
HG00731.pat	11062	1531	731000	12748	37733	26207	1	AMR	820280
HG00732.mat	9360	15280	515975	22945	21409	21302	1	AMR	606270
HG00732.pat	11062	1531	730992	12748	37733	26215	1	AMR	820280
HG00735.mat	1701	0	917749	68827	56953	26543	1	AMR	1071772
HG00735.pat	19573	4588	1349831	33139	41466	14529	1	AMR	1463125
HG00741.mat	9361	1531	557135	17838	14620	28077	1	AMR	628561
HG00741.pat	9358	9171	753417	17846	24981	26207	1	AMR	840979
HG00864.mat	10212	16805	1196487	33145	45383	16220	1	EAS	1318251
HG00864.pat	850	1529	1482317	461436	181171	70663	3	EAS	2197965
HG01071.mat	7659	7646	575837	15298	20401	32292	1	AMR	659132
HG01071.pat	10211	16811	871202	22944	24808	34504	1	AMR	980479
HG01099.mat	19573	16811	1131052	28046	37055	17927	1	AMR	1250463
HG01099.pat	8510	12227	936640	20395	40272	25194	1	AMR	1043237
HG01106.mat	1701	1530	1138314	84120	82944	24678	1	AMR	1333286
HG01114.mat	13616	10696	308482	2550	15473	6598	1	AMR	357414
HG01114.pat	7658	19864	504755	28044	18693	22322	1	AMR	601335
HG01243.mat	0	10712	1381525	63734	57626	21968	1	AMR	1535564
HG01352.mat	10211	13755	899233	25495	35849	26040	1	AMR	1010582
HG01352.pat	28081	13758	1613445	30589	42657	14538	1	AMR	1743067
HG01358.mat	851	13755	201917	7650	11391	6598	1	AMR	242161
HG01358.pat	3404	3061	865615	17845	28208	21483	1	AMR	939615
HG01457.mat	4255	13752	1377728	43329	42665	20627	1	AMR	1502355
HG01457.pat	5106	7647	1463834	25492	66798	30972	1	AMR	1599848
HG01505.mat	8508	19855	704813	25496	30929	507114	1	EUR	1296714
HG01505.pat	1702	12229	551499	17846	19715	26383	1	EUR	629373
HG01573.mat	10212	9168	839405	22945	36535	30314	1	AMR	948578
HG01573.pat	17867	18336	1648922	53531	53534	14529	1	AMR	1806718
HG01596.mat	5957	19869	1060049	30590	55915	26215	1	EAS	1198594
HG01596.pat	3122759	21440	211172	12743	32468	62466	2	EAS	3463047
HG01890.mat	9361	9168	1189013	28043	68148	29099	1	AFR	1332831
HG01890.pat	5951	4591	1639039	341656	136603	55811	3	AFR	2183650
HG02004.pat	10211	24451	1293735	35689	38751	28582	1	AMR	1431418
HG02011.mat	16169	15283	1252591	33138	44192	25865	1	AFR	1387237
HG02011.pat	5951	1530	1605383	244742	113329	41532	3	AFR	2012466
HG02018.pat	1700	1529	1321523	387530	222100	78092	3	EAS	2012473
HG02055.mat	2553	13767	1452568	45890	53211	24187	1	AFR	1592175
HG02059.mat	8510	6115	1119818	33141	60856	25527	1	EAS	1253966
HG02059.pat	3106551	26029	218658	10193	54904	76870	2	EAS	3493204
HG02071.mat	3400	1530	1231586	275373	169621	93800	3	EAS	1775309
HG02071.pat	6808	16808	1329075	43336	41641	19965	1	EAS	1457632
HG02106.mat	16169	22917	944117	30587	31948	377078	1	AMR	1422815
HG02106.pat	22126	12223	1037638	22941	40275	374930	1	AMR	1510132
HG02257.mat	13609	13775	1509281	660274	246735	56319	3	AFR	2499992
HG02282.mat	8510	10698	1260075	28046	64406	30114	1	AFR	1401848
HG02282.pat	7651	4594	1766315	280454	155641	55811	3	AFR	2270465
HG02293.mat	28928	21391	1557345	43335	48263	14526	1	AMR	1713787
HG02293.pat	12765	16811	1011330	28044	50145	31787	1	AMR	1150881
HG02300.pat	4255	1531	686064	5096	25330	14205	1	AMR	736480
HG02492.mat	10212	15286	932905	25492	25666	34159	1	SAS	1043719
HG02492.pat	11914	13760	1316165	50983	55578	19271	1	SAS	1467670
HG02554.mat	2553	6124	426267	5100	28890	16240	1	AFR	485173
HG02554.pat	851	1531	1057391	254921	166725	35370	3	AFR	1516788
HG02559.mat	1702	18342	218740	2550	17510	6598	1	AFR	265441
HG02559.pat	0	7652	1374043	79035	55247	21960	1	AFR	1537936
HG02572.mat	2552	16827	1547299	137654	113134	54207	3	AFR	1871672
HG02587.mat	2552	1529	1439633	33133	44026	23994	1	AFR	1544866
HG02587.pat	3404	12239	1245025	40790	53721	24187	1	AFR	1379365
HG02615.mat	1701	1527	964528	68829	42158	25862	1	AFR	1104604
HG02615.pat	8510	10696	1196493	25495	60159	29096	1	AFR	1330448
HG02622.pat	1701	0	1005625	68828	52020	25862	1	AFR	1154035
HG02630.mat	1702	7655	362702	7650	36033	18432	1	AFR	434173
HG02666.mat	851	3059	848797	35657	26174	32837	1	AFR	947374
HG02666.pat	2551	4596	2133345	63720	106918	26214	1	AFR	2337343
HG02769.mat	17002	10705	1730626	275293	183421	53097	3	AFR	2270143
HG02769.pat	4253	3060	1994759	94267	58811	27688	1	AFR	2182837
HG02809.mat	4251	3060	2363102	68794	67457	19001	1	AFR	2525664
HG02809.pat	3404	9183	1183338	40790	43860	22317	1	AFR	1302891
HG02818.mat	850	0	1099113	89223	42159	25537	1	AFR	1256881
HG02818.pat	3403	12237	1500536	147840	109398	49817	3	AFR	1823230
HG02886.mat	15309	9184	1485108	596516	217809	55201	3	AFR	2379126
HG02886.pat	1701	7648	540300	20380	16146	9147	1	AFR	595321
HG02953.mat	2552	0	123358	7645	35486	1567331	3	AFR	1736371
HG03009.mat	2551	1531	1340327	303368	91115	73038	3	SAS	1811929
HG03009.pat	793847	26015	314077	7649	109727	109146	2	SAS	1360460
HG03065.mat	8500	9185	1420375	288026	308677	62814	3	AFR	2097576
HG03065.pat	28893	4590	987124	94346	87507	55555	3	AFR	1258014
HG03098.mat	1702	0	467416	17839	7646	25860	1	AFR	520462
HG03248.mat	7659	3060	1236990	300797	168254	61531	3	AFR	1778290
HG03248.pat	7659	1528	1546014	56072	76832	32679	1	AFR	1720783
HG03371.mat	5106	4594	1824625	221824	71579	54952	3	AFR	2182679
HG03371.pat	7655	6124	946032	974070	319930	39501	3	AFR	2293311
HG03452.mat	851	7648	540303	20380	19035	9147	1	AFR	597363
HG03452.pat	8507	10710	2013094	420655	232988	36308	3	AFR	2722261
HG03456.mat	7657	18352	1816397	209011	112116	45921	3	AFR	2209453
HG03456.pat	1701	0	1706537	112154	108630	24681	1	AFR	1953702
HG03520.mat	0	1530	207531	12725	48742	393812	3	AFR	664339
HG03520.pat	3404	15298	1211374	43339	47088	22317	1	AFR	1342819
